,Date,Ta (°C),Tm (°C),I3 (W/m2),I15 (W/m2),P (kW)
7833,2013-01-30 19:55:00,7.551666666666667,2.366166666666667,0.0,0.0,0.0
7834,2013-01-30 20:55:00,6.509999999999999,1.8708333333333333,0.0,0.0,0.0
7835,2013-01-30 21:55:00,0.0,0.0,0.0,0.0,0.0
7842,2013-01-31 04:55:00,0.0,0.0,0.0,0.0,0.0
7843,2013-01-31 05:55:00,0.0,0.0,0.0,0.0,0.0
7844,2013-01-31 06:55:00,0.0,0.0,0.0,0.0,0.0
7845,2013-01-31 07:55:00,0.0,0.0,0.0,0.0,0.0
7846,2013-01-31 08:55:00,0.0,0.0,0.0,0.0,0.0
7847,2013-01-31 09:55:00,0.0,0.0,0.0,0.0,0.0
7848,2013-01-31 10:55:00,0.0,0.0,0.0,0.0,0.0
7849,2013-01-31 11:55:00,0.0,0.0,0.0,0.0,0.0
7850,2013-01-31 12:55:00,0.0,0.0,0.0,0.0,0.0
7851,2013-01-31 13:55:00,0.0,0.0,0.0,0.0,0.0
7852,2013-01-31 14:55:00,0.0,0.0,0.0,0.0,0.0
7853,2013-01-31 15:55:00,0.0,0.0,0.0,0.0,0.0
7854,2013-01-31 16:55:00,0.0,0.0,0.0,0.0,0.0
7855,2013-01-31 17:55:00,0.0,0.0,0.0,0.0,0.0
7856,2013-01-31 18:55:00,0.0,0.0,0.0,0.0,0.0
7857,2013-01-31 19:55:00,0.0,0.0,0.0,0.0,0.0
7858,2013-01-31 20:55:00,0.0,0.0,0.0,0.0,0.0
7859,2013-01-31 21:55:00,0.0,0.0,0.0,0.0,0.0
7866,2013-02-01 04:55:00,4.224666666666667,-0.12466666666666666,0.0,0.0,0.0
7867,2013-02-01 05:55:00,5.680666666666667,1.6976666666666667,0.0,0.0,0.0
7868,2013-02-01 06:55:00,6.3691666666666675,2.3684999999999996,0.11416666666666667,0.2793333333333334,0.08031666666666666
7869,2013-02-01 07:55:00,7.143666666666667,3.9491666666666667,60.17449999999997,69.18066666666668,28.325233333333337
7870,2013-02-01 08:55:00,9.571833333333332,11.203666666666669,201.95600000000007,329.7155,194.3464833333334
7871,2013-02-01 09:55:00,12.784333333333334,21.416166666666665,397.1649999999999,529.1225000000001,380.8364666666667
7872,2013-02-01 10:55:00,15.121166666666667,26.573666666666668,527.8720000000001,667.256,498.18568333333326
7873,2013-02-01 11:55:00,16.336833333333335,33.4625,603.9291666666664,736.998833333333,551.9440833333331
7874,2013-02-01 12:55:00,17.078833333333332,34.40266666666667,598.8181666666665,708.3546666666666,548.2279833333334
7875,2013-02-01 13:55:00,18.036,34.704499999999996,564.0545000000002,651.066333333333,499.3994333333334
7876,2013-02-01 14:55:00,18.486333333333334,31.55933333333333,465.003166666667,519.2788333333333,408.3781333333335
7877,2013-02-01 15:55:00,17.201166666666666,23.11366666666667,246.9236666666666,297.06233333333336,202.95753333333326
7878,2013-02-01 16:55:00,15.271,14.521833333333333,56.642666666666656,95.3993333333333,49.329366666666644
7879,2013-02-01 17:55:00,12.537333333333335,8.889500000000002,0.4726666666666667,0.8301666666666667,0.7664333333333332
7880,2013-02-01 18:55:00,11.458333333333334,8.0715,0.0,0.0,0.0
7881,2013-02-01 19:55:00,10.970333333333334,7.776000000000001,0.0,0.0,0.0
7882,2013-02-01 20:55:00,10.198666666666668,6.784666666666666,0.0,0.0,0.0
7883,2013-02-01 21:45:00,9.697999999999999,6.133,0.0,0.0,0.0
7890,2013-02-02 04:55:00,10.251833333333332,6.833833333333334,0.0,0.0,0.0
7891,2013-02-02 05:55:00,10.544166666666667,8.060666666666666,0.0,0.0,0.0
7892,2013-02-02 06:55:00,10.415666666666667,7.667666666666668,0.0,0.0,0.008516666666666667
7893,2013-02-02 07:55:00,10.411166666666666,7.842333333333333,27.089000000000002,28.06266666666667,17.601016666666663
7894,2013-02-02 08:55:00,12.382666666666665,11.278666666666666,103.85950000000001,105.33850000000001,80.13243333333335
7895,2013-02-02 09:55:00,14.035166666666667,13.705166666666669,141.61883333333333,143.0064999999999,123.54481666666668
7896,2013-02-02 10:55:00,15.033833333333334,15.715666666666666,214.73100000000002,222.62316666666666,185.6676999999999
7897,2013-02-02 11:55:00,16.657166666666665,23.246499999999997,449.4831666666668,503.9213333333333,401.254883333333
7898,2013-02-02 12:55:00,17.85316666666667,26.317166666666665,502.09083333333336,563.1378333333334,451.10859999999985
7899,2013-02-02 13:55:00,18.31183333333333,28.111499999999996,548.8548333333334,636.3321666666666,498.2854
7900,2013-02-02 14:55:00,17.619833333333332,24.73183333333333,449.05966666666666,530.77,411.50021666666686
7901,2013-02-02 15:55:00,16.40983333333333,19.395833333333332,241.13516666666666,277.72166666666675,201.20456666666664
7902,2013-02-02 16:55:00,14.817333333333332,14.153166666666666,37.44183333333334,41.883333333333304,27.278683333333333
7903,2013-02-02 17:55:00,13.885666666666665,11.782000000000002,1.0336666666666665,1.5254999999999999,0.97465
7904,2013-02-02 18:55:00,13.528,10.857999999999999,0.0,0.0,0.0
7905,2013-02-02 19:55:00,13.391833333333333,10.749833333333333,0.0,0.0,0.0
7906,2013-02-02 20:55:00,13.317,10.676,0.0,0.0,0.0
7907,2013-02-02 21:45:00,12.9248,10.3072,0.0,0.0,0.0
7914,2013-02-03 04:55:00,12.381666666666666,10.665166666666666,0.0,0.0,0.0
7915,2013-02-03 05:55:00,11.790833333333333,9.900666666666668,0.0,0.0,0.0
7916,2013-02-03 06:55:00,11.615166666666665,9.447833333333334,0.0,0.0,0.0
7917,2013-02-03 07:55:00,11.467,9.234499999999999,2.9323333333333337,3.189166666666666,2.094933333333333
7918,2013-02-03 08:55:00,11.792833333333332,10.091500000000002,67.18883333333332,68.5425,52.47999999999999
7919,2013-02-03 09:55:00,13.254666666666665,14.058166666666667,187.86916666666673,196.68300000000008,168.15398333333326
7920,2013-02-03 10:55:00,14.354833333333334,19.006666666666664,312.2458333333333,335.475,276.5014499999999
7921,2013-02-03 11:55:00,14.719500000000002,21.114833333333333,363.2220000000001,400.1214999999999,330.28416666666664
7922,2013-02-03 12:55:00,15.051,24.362833333333338,480.87316666666686,558.4488333333333,444.00293333333326
7923,2013-02-03 13:55:00,14.840833333333334,24.8445,466.07516666666663,527.9536666666668,429.25635
7924,2013-02-03 14:55:00,14.557666666666668,20.230833333333333,318.1771666666666,361.47366666666676,291.86140000000006
7925,2013-02-03 15:55:00,14.053666666666667,17.191333333333336,194.24050000000005,226.8951666666667,168.54066666666668
7926,2013-02-03 16:55:00,12.779000000000002,11.0535,47.873000000000005,71.44916666666668,42.37098333333332
7927,2013-02-03 17:55:00,10.327166666666667,5.716,0.11933333333333333,0.5018333333333332,0.5937000000000002
7928,2013-02-03 18:55:00,10.405666666666667,7.243833333333334,0.0,0.0,0.0
7929,2013-02-03 19:55:00,10.466,6.238499999999999,0.0,0.0,0.0
7930,2013-02-03 20:55:00,9.839833333333333,5.217833333333333,0.0,0.0,0.0
7931,2013-02-03 21:45:00,8.9902,4.3024000000000004,0.0,0.0,0.0
7938,2013-02-04 04:55:00,3.0804999999999993,-2.7961666666666667,0.0,0.0,0.0
7939,2013-02-04 05:55:00,2.4484999999999997,-3.3345,0.0,0.0,0.0
7940,2013-02-04 06:55:00,2.2433333333333336,-3.0331666666666663,0.03866666666666666,0.12033333333333335,0.09461666666666665
7941,2013-02-04 07:55:00,2.6764999999999994,-1.4706666666666666,54.802833333333325,74.54833333333335,37.74835000000001
7942,2013-02-04 08:55:00,6.207166666666667,7.239666666666667,246.63900000000004,337.43899999999996,209.99596666666665
7943,2013-02-04 09:55:00,9.913833333333335,15.687000000000003,395.0196666666668,561.137,408.43653333333316
7944,2013-02-04 10:55:00,11.637333333333332,20.238666666666667,558.244,704.1508333333333,527.1345666666668
7945,2013-02-04 11:55:00,12.4895,22.977999999999998,634.3206666666667,768.6183333333332,583.72755
7946,2013-02-04 12:55:00,13.192833333333335,22.857,638.1841666666668,761.9028333333331,584.0159499999996
7947,2013-02-04 13:55:00,13.014999999999999,20.888,556.9761666666666,655.0745,506.19265000000007
7948,2013-02-04 14:55:00,12.806666666666667,17.924666666666667,442.4308333333334,524.9305,406.1722666666667
7949,2013-02-04 15:55:00,11.908666666666667,14.294833333333335,272.20300000000015,287.45883333333336,226.93993333333327
7950,2013-02-04 16:55:00,10.113000000000001,8.879,54.13933333333335,109.98433333333334,51.82680000000001
7951,2013-02-04 17:55:00,8.542,4.047666666666666,0.6031666666666665,1.198333333333333,1.0478833333333335
7952,2013-02-04 18:55:00,6.929333333333333,1.5808333333333333,0.0,0.0,0.0
7953,2013-02-04 19:55:00,5.690166666666667,-0.4670000000000001,0.0,0.0,0.0
7954,2013-02-04 20:55:00,4.917,-1.0428333333333335,0.0,0.0,0.0
7955,2013-02-04 21:45:00,3.8735999999999997,-2.0826,0.0,0.0,0.0
7962,2013-02-05 04:55:00,1.0393333333333332,-4.907,0.0,0.0,0.0
7963,2013-02-05 05:55:00,1.7119999999999997,-4.390833333333334,0.0,0.0,0.0
7964,2013-02-05 06:55:00,1.665333333333333,-3.6984999999999997,0.18316666666666667,0.40516666666666673,0.16780000000000003
7965,2013-02-05 07:55:00,2.5,-1.3220000000000003,63.55733333333334,96.09466666666665,44.09205
7966,2013-02-05 08:55:00,5.9864999999999995,7.0745,273.13916666666665,375.3556666666666,229.10458333333332
7967,2013-02-05 09:55:00,9.655333333333333,16.916999999999998,426.9398333333334,578.2538333333333,422.77455000000003
7968,2013-02-05 10:55:00,12.604833333333334,23.755666666666666,575.7298333333332,720.7796666666668,533.2971
7969,2013-02-05 11:55:00,13.724499999999999,25.86616666666667,652.5483333333334,787.0288333333331,591.3619333333332
7970,2013-02-05 12:55:00,14.413333333333332,28.797166666666666,655.7316666666668,776.6188333333334,583.7020166666665
7971,2013-02-05 13:55:00,15.064,29.264833333333332,586.9645,693.0905,527.2828833333334
7972,2013-02-05 14:55:00,15.375666666666666,29.218666666666667,455.93350000000015,537.452,405.63443333333333
7973,2013-02-05 15:55:00,15.018333333333333,22.918666666666667,278.035,327.80400000000003,229.87859999999992
7974,2013-02-05 16:55:00,12.836500000000001,12.171000000000001,59.45999999999996,94.38633333333331,51.641350000000024
7975,2013-02-05 17:55:00,10.142,6.0760000000000005,0.9946666666666666,1.4971666666666663,1.3296500000000004
7976,2013-02-05 18:55:00,7.881333333333333,2.6121666666666665,0.0,0.0,0.0
7977,2013-02-05 19:55:00,6.9046666666666665,1.3780000000000001,0.0,0.0,0.0
7978,2013-02-05 20:55:00,6.7620000000000005,1.2566666666666666,0.0,0.0,0.0
7979,2013-02-05 21:45:00,6.4158,1.5304,0.0,0.0,0.0
7986,2013-02-06 04:55:00,5.771999999999999,1.2571666666666668,0.0,0.0,0.0
7987,2013-02-06 05:55:00,6.052333333333333,2.828333333333333,0.0,0.0,0.0
7988,2013-02-06 06:55:00,7.2044999999999995,5.059166666666667,0.29683333333333334,0.5203333333333332,0.11973333333333333
7989,2013-02-06 07:55:00,8.461333333333334,6.574333333333333,39.71400000000001,39.70383333333334,28.092900000000004
7990,2013-02-06 08:55:00,10.976999999999999,11.623333333333333,130.67299999999997,134.90700000000004,107.9723833333333
7991,2013-02-06 09:55:00,13.332666666666666,16.769000000000002,212.95350000000005,223.72949999999997,188.77369999999993
7992,2013-02-06 10:55:00,15.207500000000001,23.983166666666666,409.0748333333333,495.7421666666668,377.4299666666668
7993,2013-02-06 11:55:00,15.3175,23.017666666666667,301.5436666666667,327.3745,289.35941666666656
7994,2013-02-06 12:55:00,14.511000000000001,17.123666666666665,115.91166666666669,116.33133333333332,105.43369999999999
7995,2013-02-06 13:55:00,14.777999999999999,17.125500000000002,178.27449999999993,172.1341666666667,152.48538333333332
7996,2013-02-06 14:55:00,16.091000000000005,23.587833333333336,370.26950000000005,427.63250000000005,334.2882333333335
7997,2013-02-06 15:55:00,14.964166666666669,17.288666666666668,122.66083333333331,124.64649999999999,105.19368333333335
7998,2013-02-06 16:55:00,13.69,13.068500000000002,28.255999999999997,29.430999999999987,22.031816666666654
7999,2013-02-06 17:55:00,12.337833333333334,10.191333333333333,0.36749999999999994,0.6415000000000001,0.4622666666666666
8000,2013-02-06 18:55:00,12.333999999999998,10.282333333333334,0.0,0.0,0.0
8001,2013-02-06 19:55:00,11.990333333333332,9.786666666666667,0.0,0.0,0.0
8002,2013-02-06 20:55:00,11.731,9.602500000000001,0.0,0.0,0.0
8003,2013-02-06 21:45:00,11.015600000000001,9.133000000000001,0.0,0.0,0.0
8010,2013-02-07 04:55:00,6.675833333333332,3.484,0.0,0.0,0.0
8011,2013-02-07 05:55:00,6.186,2.627166666666666,0.0,0.0,0.0
8012,2013-02-07 06:55:00,5.739333333333332,1.6533333333333333,0.028999999999999995,0.03866666666666666,0.03945
8013,2013-02-07 07:55:00,5.989333333333334,2.6556666666666664,23.50599999999999,25.598333333333336,15.632016666666663
8014,2013-02-07 08:55:00,7.3785,6.324000000000001,90.83666666666664,95.18133333333338,74.58895000000004
8015,2013-02-07 09:55:00,9.527833333333334,11.033499999999998,190.4761666666667,197.3246666666666,171.75131666666667
8016,2013-02-07 10:55:00,12.233166666666667,16.7515,349.84099999999984,424.967,316.17273333333327
8017,2013-02-07 11:55:00,13.275,17.6395,239.56216666666677,242.80399999999997,208.56678333333332
8018,2013-02-07 12:55:00,13.415666666666667,16.703333333333333,223.3703333333334,221.25149999999996,201.9775999999999
8019,2013-02-07 13:55:00,13.010166666666665,15.211,207.64899999999994,204.98100000000002,185.63470000000007
8020,2013-02-07 14:55:00,12.898833333333334,15.099833333333331,204.0915,203.47500000000005,181.6278833333334
8021,2013-02-07 15:55:00,12.119,12.652,133.79716666666667,131.81000000000003,116.42281666666666
8022,2013-02-07 16:55:00,11.133333333333333,10.253000000000002,42.39283333333335,42.50900000000001,34.19058333333332
8023,2013-02-07 17:55:00,9.866333333333333,7.231166666666666,0.7526666666666666,1.0863333333333332,0.8437500000000001
8024,2013-02-07 18:55:00,9.011000000000001,5.461333333333333,0.0,0.0,0.0
8025,2013-02-07 19:55:00,8.2455,4.274166666666667,0.0,0.0,0.0
8026,2013-02-07 20:45:00,7.5356,3.6903333333333332,0.0,0.0,0.0
8027,2013-02-07 21:25:00,6.94125,3.4028,0.0,0.0,0.0
8034,2013-02-08 04:15:00,4.590999999999999,-2.5831666666666666,0.0,0.0,0.0
8035,2013-02-08 05:15:00,2.583833333333333,-0.20650000000000002,0.0,0.0,0.0
8036,2013-02-08 06:15:00,4.418666666666668,2.7624999999999997,0.059000000000000004,0.05816666666666667,0.009916666666666666
8037,2013-02-08 07:15:00,5.408,4.7305,14.824999999999996,15.155333333333333,9.080016666666666
8038,2013-02-08 08:15:00,6.419666666666667,11.332833333333333,306.1246666666667,365.94200000000006,268.81483333333324
8039,2013-02-08 09:15:00,9.417333333333334,13.008166666666666,195.98966666666672,201.9803333333334,174.4697833333333
8040,2013-02-08 10:15:00,9.447666666666665,10.695333333333332,167.2261666666667,167.6405,148.87731666666667
8041,2013-02-08 11:15:00,9.5985,12.793333333333335,177.49183333333337,188.48250000000004,165.4558166666667
8042,2013-02-08 12:15:00,9.387500000000001,11.1655,277.33349999999996,268.142,239.0641
8043,2013-02-08 13:15:00,9.997166666666667,14.000166666666665,230.24083333333328,228.8595,206.61141666666666
8044,2013-02-08 14:15:00,10.667499999999999,16.722833333333334,431.31749999999994,474.3536666666667,386.33283333333344
8045,2013-02-08 15:15:00,10.968333333333334,13.0035,208.3645,244.87383333333335,171.9988666666667
8046,2013-02-08 16:15:00,9.808,7.790833333333333,27.533333333333335,31.895500000000013,21.34308333333333
8047,2013-02-08 17:15:00,8.596000000000002,5.974666666666667,0.9118333333333333,1.2766666666666664,0.8308000000000001
8048,2013-02-08 18:05:00,8.0648,3.716666666666667,0.0,0.0,0.0
8049,2013-02-08 19:05:00,7.265833333333333,4.245166666666667,0.0,0.0,0.0
8050,2013-02-08 20:05:00,7.2523333333333335,5.025833333333334,0.0,0.0,0.0
8051,2013-02-08 21:05:00,7.267166666666667,4.8102,0.0,0.0,0.0
8058,2013-02-09 04:15:00,5.753666666666667,-1.7208333333333334,0.0,0.0,0.0
8059,2013-02-09 05:15:00,3.2405000000000004,-1.2738333333333334,0.0,0.0,0.0
8060,2013-02-09 06:15:00,3.1879999999999993,-2.440166666666667,0.5885,0.738,0.3707333333333333
8061,2013-02-09 07:15:00,2.2623333333333333,-0.8188333333333332,64.93383333333333,74.85983333333336,49.94683333333334
8062,2013-02-09 08:15:00,4.1498333333333335,6.010833333333333,143.71116666666666,154.84050000000005,127.09805000000004
8063,2013-02-09 09:15:00,7.062666666666666,9.908999999999999,167.43333333333334,169.69716666666667,149.32815000000002
8064,2013-02-09 10:15:00,8.833999999999998,10.356166666666665,93.64299999999999,91.60900000000001,86.28413333333332
8065,2013-02-09 11:15:00,8.493833333333333,10.682666666666668,189.86849999999995,190.06116666666674,172.5103499999999
8066,2013-02-09 12:15:00,9.870333333333333,14.151166666666667,237.2393333333333,234.05600000000007,212.84971666666667
8067,2013-02-09 13:15:00,9.8165,11.187666666666665,190.21283333333332,199.59316666666663,183.8617833333333
8068,2013-02-09 14:15:00,9.2495,8.0975,58.726666666666674,56.31383333333334,47.704966666666685
8069,2013-02-09 15:15:00,8.391666666666667,9.005333333333333,122.71,125.76399999999997,103.61900000000006
8070,2013-02-09 16:15:00,8.811,7.512333333333333,56.77683333333334,68.91166666666666,46.6187333333333
8071,2013-02-09 17:15:00,7.347333333333332,4.465833333333333,1.285166666666666,1.7798333333333332,1.0824666666666667
8072,2013-02-09 18:05:00,6.3276,4.520499999999999,0.0,0.0,0.0
8073,2013-02-09 19:05:00,6.039833333333334,2.8341666666666665,0.0,0.0,0.0
8074,2013-02-09 20:05:00,5.262333333333334,3.2093333333333334,0.0,0.0,0.0
8075,2013-02-09 21:05:00,5.193999999999999,2.6436,0.0,0.0,0.0
8082,2013-02-10 04:15:00,3.157666666666666,-5.906,0.0,0.0,0.0
8083,2013-02-10 05:15:00,-0.6293333333333333,-7.111000000000001,0.0,0.0,0.0
8084,2013-02-10 06:15:00,-1.0506666666666666,-7.191000000000002,0.3525,0.6449999999999999,0.37
8085,2013-02-10 07:15:00,-1.2451666666666665,-4.917166666666666,91.82666666666668,117.2193333333333,55.79356666666668
8086,2013-02-10 08:15:00,0.5966666666666667,3.1966666666666668,273.69633333333337,313.6885,208.77168333333327
8087,2013-02-10 09:15:00,3.8200000000000003,10.799,273.7463333333333,329.2248333333333,255.93796666666654
8088,2013-02-10 10:15:00,6.219,19.509666666666668,424.96799999999985,481.9548333333333,389.83923333333337
8089,2013-02-10 11:15:00,9.641,28.870833333333334,671.7993333333333,793.2810000000001,599.6307
8090,2013-02-10 12:15:00,10.918833333333332,27.35966666666667,412.14616666666655,483.53599999999983,382.4743000000001
8091,2013-02-10 13:15:00,11.057833333333333,19.6955,305.5988333333334,320.2524999999999,274.8275333333334
8092,2013-02-10 14:15:00,11.459666666666669,14.713,227.18950000000004,239.20066666666662,202.99176666666662
8093,2013-02-10 15:15:00,9.5875,8.520333333333333,63.5203333333333,64.294,55.73431666666667
8094,2013-02-10 16:15:00,8.228,5.4705,9.339666666666663,10.656666666666666,7.521150000000001
8095,2013-02-10 17:15:00,6.7796666666666665,3.2775,0.0,0.0,0.002483333333333333
8096,2013-02-10 18:05:00,4.627799999999999,2.5668333333333333,0.0,0.0,0.0
8097,2013-02-10 19:05:00,4.314333333333334,2.171333333333333,0.0,0.0,0.0
8098,2013-02-10 20:05:00,3.6523333333333334,1.9996666666666665,0.0,0.0,0.0
8099,2013-02-10 21:05:00,3.4773333333333336,1.5390000000000001,0.0,0.0,0.0
8106,2013-02-11 04:15:00,2.235,-5.6881666666666675,0.0,0.0,0.0
8107,2013-02-11 05:15:00,-0.21483333333333332,-7.159666666666667,0.0,0.0,0.0
8108,2013-02-11 06:15:00,-1.1938333333333333,-7.6445,0.8779999999999999,1.5221666666666664,0.5681666666666667
8109,2013-02-11 07:15:00,-1.4880000000000002,-5.2975,110.5755,119.62066666666664,59.52628333333333
8110,2013-02-11 08:15:00,0.6103333333333333,4.783166666666666,309.2088333333333,363.7515,259.87475
8111,2013-02-11 09:15:00,4.489999999999999,19.638333333333332,464.5558333333334,597.9889999999999,448.25114999999994
8112,2013-02-11 10:15:00,7.938833333333334,26.51733333333333,587.8829999999999,728.8505000000002,539.7259666666666
8113,2013-02-11 11:15:00,9.757833333333334,30.299833333333336,659.5031666666667,808.1336666666664,591.1477166666666
8114,2013-02-11 12:15:00,10.78433333333333,26.855333333333334,484.06866666666673,571.0011666666666,447.01255
8115,2013-02-11 13:15:00,11.332333333333333,23.18616666666667,436.406,502.7496666666668,396.14689999999985
8116,2013-02-11 14:15:00,11.71566666666667,15.782000000000002,201.70883333333342,209.0208333333333,176.24513333333337
8117,2013-02-11 15:15:00,11.015333333333333,11.513666666666666,89.5448333333333,93.95366666666662,75.22150000000002
8118,2013-02-11 16:15:00,10.017833333333334,9.310333333333332,25.574333333333332,27.228833333333334,19.934333333333335
8119,2013-02-11 17:15:00,9.439166666666667,7.162166666666668,0.4535,0.6753333333333331,0.5026333333333333
8120,2013-02-11 18:05:00,9.26,6.987333333333333,0.0,0.0,0.0
8121,2013-02-11 19:05:00,9.301166666666667,7.3004999999999995,0.0,0.0,0.0
8122,2013-02-11 20:05:00,8.865333333333332,8.052,0.0,0.0,0.0
8123,2013-02-11 21:05:00,9.635333333333334,8.3692,0.0,0.0,0.0
8130,2013-02-12 04:15:00,10.576,10.361,0.0,0.0,0.0
8131,2013-02-12 05:15:00,12.011666666666668,10.709333333333333,0.0,0.0,0.0
8132,2013-02-12 06:15:00,12.168999999999999,10.682333333333332,0.07733333333333332,0.15516666666666667,0.05388333333333333
8133,2013-02-12 07:15:00,12.332833333333333,11.585333333333333,19.465500000000006,19.987000000000002,12.487333333333334
8134,2013-02-12 08:15:00,12.922833333333335,13.892999999999999,87.93966666666667,87.09866666666669,66.32958333333332
8135,2013-02-12 09:15:00,13.882833333333332,15.817333333333332,131.26683333333327,129.463,116.46381666666665
8136,2013-02-12 10:15:00,14.517833333333334,15.799,122.19649999999999,118.54050000000001,110.00881666666669
8137,2013-02-12 11:15:00,14.237666666666664,11.369833333333332,64.78249999999998,64.7555,57.04414999999998
8138,2013-02-12 12:15:00,12.128833333333333,11.562,41.21899999999999,42.109166666666674,32.95623333333334
8139,2013-02-12 13:15:00,12.796999999999999,10.567833333333333,4.778666666666667,5.664833333333334,2.5542166666666666
8140,2013-02-12 14:15:00,11.383833333333333,11.224499999999999,41.199,42.49733333333333,34.586616666666664
8141,2013-02-12 15:15:00,13.041333333333334,12.677,77.78583333333333,78.78816666666668,63.47256666666666
8142,2013-02-12 16:15:00,14.029833333333334,12.515666666666666,38.107833333333325,38.303333333333335,30.428133333333317
8143,2013-02-12 17:15:00,13.546666666666667,11.131166666666665,1.0446666666666666,1.3994999999999995,0.6885166666666667
8144,2013-02-12 18:05:00,13.389000000000001,10.919166666666667,0.0,0.0,0.0
8145,2013-02-12 19:05:00,13.296,10.500666666666667,0.0,0.0,0.0
8146,2013-02-12 20:05:00,13.181333333333333,11.180166666666667,0.0,0.0,0.0
8147,2013-02-12 21:05:00,13.268,11.337,0.0,0.0,0.0
8154,2013-02-13 04:15:00,11.2605,6.106166666666667,0.0,0.0,0.0
8155,2013-02-13 05:15:00,8.236500000000001,6.7668333333333335,0.0,0.0,0.0
8156,2013-02-13 06:15:00,8.7645,6.335166666666667,0.4913333333333333,0.7366666666666667,0.1854333333333333
8157,2013-02-13 07:15:00,8.2495,7.165500000000001,78.70349999999999,100.42333333333335,64.08374999999998
8158,2013-02-13 08:15:00,9.364333333333333,10.784833333333333,194.801,221.59366666666665,171.2708166666667
8159,2013-02-13 09:15:00,10.543333333333333,13.647666666666666,215.61900000000006,267.33116666666666,214.60376666666673
8160,2013-02-13 10:15:00,9.910166666666667,9.982666666666667,94.73616666666665,88.5138333333333,79.05705000000005
8161,2013-02-13 11:15:00,9.620666666666667,15.824833333333332,334.4619999999999,363.33133333333325,309.42805000000004
8162,2013-02-13 12:15:00,10.684833333333332,20.650333333333332,538.8454999999998,557.2598333333333,473.2119666666665
8163,2013-02-13 13:15:00,11.302166666666666,18.674166666666665,465.66283333333337,509.20316666666673,433.77310000000006
8164,2013-02-13 14:15:00,11.130166666666666,17.414833333333334,273.7176666666667,300.0584999999999,250.33615000000003
8165,2013-02-13 15:15:00,11.089500000000001,13.69,136.7916666666667,139.92066666666662,121.91764999999997
8166,2013-02-13 16:15:00,10.907000000000002,11.288499999999999,71.23100000000001,82.9145,62.416883333333324
8167,2013-02-13 17:15:00,10.55,5.944166666666668,4.280499999999999,4.971666666666667,3.9762999999999993
8168,2013-02-13 18:05:00,8.6388,2.6798333333333333,0.0,0.0,0.0
8169,2013-02-13 19:05:00,7.2955000000000005,1.0888333333333333,0.0,0.0,0.0
8170,2013-02-13 20:05:00,6.347166666666666,0.8678333333333333,0.0,0.0,0.0
8171,2013-02-13 21:05:00,5.827000000000001,1.2664,0.0,0.0,0.0
8178,2013-02-14 04:15:00,6.453833333333333,3.675333333333333,0.0,0.0,0.0
8179,2013-02-14 05:15:00,6.771999999999999,4.7565,0.0,0.0,0.0
8180,2013-02-14 06:15:00,6.862000000000001,5.2476666666666665,1.1410000000000002,1.2925,0.4498999999999999
8181,2013-02-14 07:15:00,7.514,6.0646666666666675,66.87083333333331,72.63766666666666,55.18658333333334
8182,2013-02-14 08:05:00,8.3322,0.0,0.0,0.0,0.0
8183,2013-02-14 08:35:00,10.141,11.557,254.37000000000006,286.2336666666667,232.7450999999999
8184,2013-02-14 09:25:00,11.4132,14.3135,243.15733333333338,266.0396666666667,222.14624999999992
8185,2013-02-14 10:25:00,11.684333333333333,14.374833333333333,253.9876666666667,274.72933333333333,226.42186666666666
8186,2013-02-14 11:25:00,12.505833333333335,15.057833333333333,254.06833333333344,249.29950000000002,230.3193333333333
8187,2013-02-14 12:25:00,12.397666666666666,15.009500000000001,252.72100000000003,261.01183333333336,223.5887166666667
8188,2013-02-14 13:25:00,13.097499999999998,17.177666666666664,421.1191666666665,475.7581666666666,385.32638333333347
8189,2013-02-14 14:25:00,13.372833333333332,17.752333333333336,395.0855000000001,436.9641666666667,362.4923333333335
8190,2013-02-14 15:25:00,12.937833333333336,13.225999999999999,185.17316666666665,214.77249999999998,162.24884999999998
8191,2013-02-14 16:25:00,11.879666666666665,10.687833333333336,68.65633333333335,76.79016666666669,54.794599999999996
8192,2013-02-14 17:15:00,11.029,8.4545,3.1298333333333344,3.9640000000000004,2.38985
8193,2013-02-14 18:15:00,9.923166666666667,6.5873333333333335,0.0,0.0,0.0
8194,2013-02-14 19:15:00,8.979,5.981166666666667,0.0,0.0,0.0
8195,2013-02-14 20:15:00,8.730166666666667,5.556,0.0,0.0,0.0
8196,2013-02-14 21:15:00,8.660166666666667,5.7002,0.0,0.0,0.0
8203,2013-02-15 04:25:00,8.217833333333333,4.409333333333333,0.0,0.0,0.0
8204,2013-02-15 05:25:00,7.138833333333334,3.7815,0.0,0.0,0.0
8205,2013-02-15 06:25:00,7.329666666666665,3.324833333333333,0.6945,1.302166666666667,0.6039166666666667
8206,2013-02-15 07:25:00,6.680166666666666,2.875,63.56283333333333,92.18933333333334,45.867700000000006
8207,2013-02-15 08:25:00,7.121166666666666,10.099833333333333,287.76216666666664,390.35416666666686,260.6173833333334
8208,2013-02-15 09:25:00,9.420833333333333,18.362833333333334,476.6165000000001,603.4981666666666,447.5628166666667
8209,2013-02-15 10:25:00,11.988,22.764166666666664,586.9105000000001,760.7750000000002,549.6127166666665
8210,2013-02-15 11:25:00,13.490166666666667,24.341333333333335,608.4116666666666,718.4933333333332,522.5144333333335
