Date,Ta (°C),Tm (°C),I (W/m2),Month,Day,Time,Season,P (kW)
2013-10-24 19:53:00,15.957833333333332,11.335833333333332,0.36655999999999944,10,24,19,3,0.0
2013-10-24 20:53:00,15.3355,10.684,0.36655999999999944,10,24,20,3,0.0
2013-10-24 21:53:00,14.969166666666665,10.355833333333331,0.1946559999999999,10,24,21,3,0.0
2013-10-25 04:53:00,13.092166666666666,10.1565,0.00718745098039213,10,25,4,3,0.0
2013-10-25 05:53:00,12.976,10.004333333333332,0.013693333333333292,10,25,5,3,0.0
2013-10-25 06:53:00,13.505333333333336,11.207833333333332,37.762772000000005,10,25,6,3,25.584516666666666
2013-10-25 07:53:00,15.964,16.361833333333333,179.34828933333333,10,25,7,3,128.9725666666667
2013-10-25 08:53:00,18.9235,26.521666666666665,391.5027493333332,10,25,8,3,286.9410333333333
2013-10-25 09:53:00,21.9095,33.568666666666665,582.7258333333335,10,25,9,3,465.26308333333344
2013-10-25 10:53:00,23.627,38.94983333333334,448.29268400000007,10,25,10,3,435.1666166666667
2013-10-25 11:53:00,24.67983333333333,42.22966666666666,575.2095413333332,10,25,11,3,489.6079666666668
2013-10-25 12:53:00,24.41,34.82333333333333,499.5351253333334,10,25,12,3,352.2085333333333
2013-10-25 13:53:00,24.364833333333333,32.45416666666667,558.9572880000001,10,25,13,3,410.3508499999999
2013-10-25 14:53:00,23.67833333333333,30.081333333333333,417.1450053333333,10,25,14,3,299.35251666666665
2013-10-25 15:53:00,22.160833333333333,24.13866666666667,220.44335466666666,10,25,15,3,144.38760000000008
2013-10-25 16:53:00,20.168833333333332,18.736666666666668,36.741675999999984,10,25,16,3,22.56643333333333
2013-10-25 17:53:00,18.62933333333333,16.247833333333332,0.6831919999999989,10,25,17,3,0.0670666666666666
2013-10-25 18:53:00,17.7915,14.876,0.6455879999999992,10,25,18,3,0.0
2013-10-25 19:53:00,17.438166666666664,15.36116666666667,0.36655999999999944,10,25,19,3,0.0
2013-10-25 20:53:00,17.825,16.446166666666667,0.36655999999999944,10,25,20,3,0.0
2013-10-25 21:43:00,18.4508,17.0944,0.3665599999999995,10,25,21,3,0.0
2013-10-26 04:53:00,16.282666666666668,14.605166666666667,0.3665599999999995,10,26,4,3,0.0
2013-10-26 05:53:00,15.8825,13.4035,0.36655999999999944,10,26,5,3,0.0
2013-10-26 06:53:00,15.685166666666666,12.573166666666664,26.26827866666666,10,26,6,3,13.59083333333333
2013-10-26 07:43:00,17.1938,15.732399999999998,194.52617191489364,10,26,7,3,126.84555319148936
2013-10-26 08:58:00,19.7452,22.0196,366.34694588235294,10,26,8,3,271.0839215686275
2013-10-26 09:58:00,21.275500000000005,28.75183333333333,584.0753786666664,10,26,9,3,448.5018
2013-10-26 10:58:00,21.634833333333333,30.24066666666667,677.3631586666665,10,26,10,3,540.8743999999999
2013-10-26 11:58:00,22.2375,32.393166666666666,732.1030613333332,10,26,11,3,575.6037000000001
2013-10-26 12:58:00,22.616999999999997,31.689,692.4580826666668,10,26,12,3,544.2668666666668
2013-10-26 13:58:00,22.699,30.723,587.6649253333333,10,26,13,3,460.6964166666666
2013-10-26 14:58:00,22.270166666666668,27.235166666666668,426.59753733333326,10,26,14,3,320.8794666666666
2013-10-26 15:58:00,20.67533333333333,22.224666666666664,225.27223733333327,10,26,15,3,147.9095000000001
2013-10-26 16:58:00,18.803,16.837833333333332,37.456145333333325,10,26,16,3,21.154016666666674
2013-10-26 17:58:00,17.217,13.417000000000002,0.5238226666666662,10,26,17,3,0.0357499999999999
2013-10-26 18:58:00,16.124333333333333,11.426833333333333,0.5646919999999992,10,26,18,3,0.0
2013-10-26 19:58:00,16.1005,12.131,0.560057333333333,10,26,19,3,0.0
2013-10-26 20:58:00,16.558833333333336,14.295166666666663,0.4376599999999994,10,26,20,3,0.0
2013-10-26 21:58:00,16.17716666666667,13.388166666666663,0.7028893333333326,10,26,21,3,0.0
2013-10-27 04:58:00,15.345666666666668,13.637166666666666,0.7175217021276588,10,27,4,3,0.0
2013-10-27 05:58:00,15.942499999999995,13.791000000000002,0.7331199999999987,10,27,5,3,0.0
2013-10-27 06:58:00,15.064,11.324166666666668,25.948350666666666,10,27,6,3,13.816166666666666
2013-10-27 07:58:00,16.690333333333335,16.128666666666668,110.15452133333334,10,27,7,3,80.70415000000003
2013-10-27 08:58:00,19.028166666666667,19.5855,151.03977866666668,10,27,8,3,118.1474166666667
2013-10-27 09:58:00,20.274666666666665,20.797833333333333,192.68994133333334,10,27,9,3,158.11526666666668
2013-10-27 10:58:00,21.6535,26.175166666666662,323.98798666666676,10,27,10,3,267.0483666666667
2013-10-27 11:58:00,22.21783333333333,28.640999999999995,515.085144,10,27,11,3,400.9484500000001
2013-10-27 12:58:00,22.481166666666667,32.4505,644.5261733333332,10,27,12,3,526.1535000000001
2013-10-27 13:58:00,22.732333333333333,31.647666666666662,585.7485946666667,10,27,13,3,462.37935
